43.0,325.0,176.719331741333,3.0
21.0,188.0,114.61384558677673,2.0
9.0,102.0,71.00652980804443,2.0
44.0,321.0,190.52095079421997,3.0
13.0,141.0,90.07208895683289,2.0
1.0,18.0,31.008910179138184,1.0
5.0,60.0,41.37506318092346,1.0
5.0,59.0,43.22881317138672,1.0
5.0,50.0,36.52570343017578,1.0
22.0,217.0,128.881689786911,2.0
1.0,18.0,23.383286237716675,1.0
1.0,18.0,24.883397102355957,1.0
16.0,161.0,99.92174172401428,2.0
15.0,131.0,86.99761199951172,2.0
6.0,67.0,52.20874857902527,1.0
11.0,101.0,72.88690304756165,2.0
70.0,522.0,288.5674295425415,4.0
1.0,18.0,23.26695942878723,1.0
8.0,88.0,56.39979386329651,2.0
29.0,280.0,153.41440391540527,3.0
19.0,162.0,90.5235869884491,2.0
2.0,26.0,29.530029296875,1.0
5.0,63.0,46.26369905471802,1.0
1.0,18.0,24.666926860809326,1.0
